occurrenceId,sourceCode,sourceLabel,canonicalElementId,reportFacilityApplicability,reportFormatApplicability,reportServiceContext,canonicalCandidateFacilityTypes,applicabilityDecision,doubleCountingGuard
HMIS-RPTCOL-JH-0098,2.5,No. of identified Sick new-borns referred by ASHA to facility under HBNC Programme,HMIS-DE-0259,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0099,2.6,Total number of Children received all scheduled 5 Home visits under HBYC,HMIS-DE-0663,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0100,3.1,Total number of C -Section deliveries performed,HMIS-DE-0658,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0101,3.1.1,"Out of total C-sections, number performed at night (8 PM- 8 AM)",HMIS-DE-0576,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0102,3.1.2,"Out of total C-section, number of women stayed for 72 hours or more after delivery",HMIS-DE-0575,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0103,4.1.1.a,Live Birth - Male,HMIS-DE-0217,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0104,4.1.1.b,Live Birth - Female,HMIS-DE-0216,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0105,4.1.2,Number of Pre-term newborns ( < 37 weeks of pregnancy),HMIS-DE-0458,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0106,4.1.3.a,Fresh Stillbirth - Intrapartum Stillbirth (28 weeks & above),HMIS-DE-0186,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0107,4.1.3.b,Mascerated Stillbirth – Antepartum Stillbirth (28 weeks &above),HMIS-DE-0015,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0108,4.1.3.c,Foetal Death (24–27 completed weeks),,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0109,4.2,Abortion (spontaneous),HMIS-DE-0003,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0110,4.3.1.a,Surgical MTPs upto 12 weeks of pregnancy,HMIS-DE-0620,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0111,4.3.1.b,MTP more than 12 weeks of pregnancy,HMIS-DE-0235,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0112,4.3.1.c,MTPs completed through Medical methods of abortion (MMA),HMIS-DE-0236,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0113,4.3.2.a,Total Post-abortion/MTP Complications Identified,HMIS-DE-0692,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0114,4.3.2.b,Post-abortion/MTP complications identified (where abortions were carried out in facilities other than public and accredited private health facilities),HMIS-DE-0601,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0115,4.3.2.c,Post-abortion/MTP Complications treated,HMIS-DE-0602,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0116,4.3.3,Number of women provided with Post-abortion/ MTP contraception,HMIS-DE-0530,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0117,4.4.1,Number of Newborns weighed at birth,HMIS-DE-0434,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0118,4.4.2,Number of Newborns having weight less than 2500 gms,HMIS-DE-0428,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0119,4.4.2.a,"Out of the above, number of Newborns having weight less than 1800 gms",HMIS-DE-0571,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0120,4.4.3,Number of Newborns breast fed within 1 hour of birth,HMIS-DE-0427,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0121,4.4.4,No. of Newborns discharged from the facility were exclusively breastfed till discharge,HMIS-DE-0266,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0122,4.4.5,Number of Newborns received Donor Human Milk (DHM) in the facility,HMIS-DE-0431,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,District Hospital; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
HMIS-RPTCOL-JH-0123,4.5.1,"Number of Newborns screened for defects at birth (as per Comprehensive Newborn Screening, RBSK)",HMIS-DE-0432,Row-dependent; Facility Type column must be evaluated from data rows,Row-dependent; Format Type column must be evaluated from data rows,Row-dependent; In-facility/Outreach/Total column must be evaluated from data rows,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Do not infer from headers alone,Do not combine Total rows with corresponding in-facility/outreach component rows
