research_id,data_element_label,analytic_component,facility_types,module_titles,observed_source_codes,source_locations,source_version,provenance_status,currentness_note
HMIS-FORM-0061,Child immunisation - Rotavirus 3,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.1.15; 9.1.15,CHC p.8; Civil Hospital / SDH p.8; District Hospital p.8; HWC-PHC p.8; HWC-SC p.6; Medical College p.6,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0062,Child immunisation - Vitamin A Dose - 1,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,CHILD IMMUNISATION,8.8.1; 9.8.1,CHC p.9; Civil Hospital / SDH p.9; District Hospital p.9; HWC-PHC p.9; HWC-SC p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0063,Child immunisation - Vitamin A Dose - 5,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,CHILD IMMUNISATION,8.8.2; 9.8.2,CHC p.9; Civil Hospital / SDH p.9; District Hospital p.9; HWC-PHC p.9; HWC-SC p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0064,Child immunisation - Vitamin A Dose - 9,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.8.3; 9.7.3; 9.8.3,CHC p.9; Civil Hospital / SDH p.9; District Hospital p.9; HWC-PHC p.9; HWC-SC p.8; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0065,Child immunisation - Vitamin K (Birth Dose),Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.1.1; 9.1.1,CHC p.7; Civil Hospital / SDH p.8; District Hospital p.7; HWC-PHC p.7; HWC-SC p.6; Medical College p.6,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0066,Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.2.1; 9.2.1,CHC p.8; Civil Hospital / SDH p.8; District Hospital p.8; HWC-PHC p.8; HWC-SC p.6; Medical College p.6,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0067,Child immunisation(after 12 months-delayed vaccination) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.3.1; 9.3.1,CHC p.8; Civil Hospital / SDH p.8; District Hospital p.8; HWC-PHC p.8; HWC-SC p.7; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0068,Child Immunization- Typhoid,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.5.1; 9.5.1,CHC p.9; Civil Hospital / SDH p.9; District Hospital p.8; HWC-PHC p.9; HWC-SC p.7; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0069,Childhood Diseases - Acute Flaccid Paralysis(AFP),Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.1.8,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.9; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0070,Childhood Diseases - Asthma,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.1.2,CHC p.9; Civil Hospital / SDH p.9; District Hospital p.9; HWC-PHC p.9; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0071,Childhood Diseases - Diarrhoea,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Number of cases of Childhood Diseases,10.1.11; 9.1.2,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.10; HWC-SC p.8; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0072,Childhood Diseases - Diarrhoea treated with ORS,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Number of cases of Childhood Diseases,10.1.12; 9.1.3,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.10; HWC-SC p.8; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0073,Childhood Diseases - Diarrhoea treated with Zinc for 14 days,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Number of cases of Childhood Diseases,10.1.13; 9.1.4,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.10; HWC-SC p.8; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0074,Childhood Diseases - Diphtheria,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.1.4,CHC p.9; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.9; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0075,Childhood Diseases - Malaria,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Number of cases of Childhood Diseases,10.1.10; 9.1.1,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.9; HWC-SC p.8; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0076,Childhood Diseases - Measles,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.1.9,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.9; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0077,Childhood Diseases - Pertussis,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.1.5,CHC p.9; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.9; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0078,Childhood Diseases - Pneumonia,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.1.1,CHC p.9; Civil Hospital / SDH p.9; District Hospital p.9; HWC-PHC p.9; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0079,Childhood Diseases - Sepsis,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.1.3,CHC p.9; Civil Hospital / SDH p.9; District Hospital p.9; HWC-PHC p.9; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0080,Childhood Diseases - Tetanus Neonatorum,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.1.6,CHC p.9; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.9; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0081,Childhood Diseases - Tuberculosis (TB),Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.1.7,CHC p.9; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.9; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0082,Childhood Diseases -Leprosy Cases,Leprosy services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.1.14,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0083,Childhood Diseases- Leprosy with Grade II disability,Leprosy services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.1.15,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0084,Childhood IPD,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.2,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0085,Children admitted with Diarrhoea,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.2.3,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0086,Children admitted with Pneumonia,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.2.2,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0087,Children admitted with Respiratory Infections,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of cases of Childhood Diseases,10.2.1,CHC p.10; Civil Hospital / SDH p.10; District Hospital p.9; HWC-PHC p.10; Medical College p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0088,Children given following vaccination after 12 months (delayed vaccinations),Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.3; 9.3,CHC p.8; Civil Hospital / SDH p.8; District Hospital p.8; HWC-PHC p.8; HWC-SC p.7; Medical College p.6,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0089,Children more than 10 years received Td10 (Tetanus Diptheria10),Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.5.3; 9.5.3,CHC p.9; Civil Hospital / SDH p.9; District Hospital p.8; HWC-PHC p.9; HWC-SC p.7; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
